HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.stressor_1,Input.stressor_2,Answer.response_1,Answer.response_2,Approve,Reject
3DWNFENNE3V1R1EJE1HR2KMZWE7J4W,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:32 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:32 PDT 2021,,,35L9RVQFCOI63DB2V9AQSV0W02DUH3,A2G44A4ZPWRPXU,Submitted,Sun Apr 18 21:53:23 PDT 2021,Sun Apr 18 22:00:47 PDT 2021,Wed Apr 21 22:00:47 PDT 2021,,,,444,100% (21/21),100% (21/21),0% (0/0),I am worried about being able to pay for rent and having enough money to buy food.,I am worried about not finding a job or internship for next summer.,"I WILL HELP  YOU MY FRIEND ,I HAVE SMALL AMOUNT WE WILL SHARE THE RENT",U DO THE BEST U WILL GOT THE JOB,,
3DWNFENNE3V1R1EJE1HR2KMZWE7J4W,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:32 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:32 PDT 2021,,,3MAOD8E57QAQUDR83CGQHMWWGW6NX0,A3FHW88B3A9O0W,Submitted,Sun Apr 18 23:58:43 PDT 2021,Mon Apr 19 00:19:31 PDT 2021,Thu Apr 22 00:19:31 PDT 2021,,,,1248,0% (0/0),0% (0/0),0% (0/0),I am worried about being able to pay for rent and having enough money to buy food.,I am worried about not finding a job or internship for next summer.,Do not be worried. Make your expenditure plan simple according to your imcome. You live with the budget so you may able to pay rent as well as you can attain necessary food for living nicely.,Do not worry first and wait until you complete the study or course.  When you finish the course definetly you will get good job. I am sure about because you study well and you practised good.  Think always possitively so you feel good and you will be awarded as much your hard work.,,
3DWNFENNE3V1R1EJE1HR2KMZWE7J4W,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:32 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:32 PDT 2021,,,3U4J9857OEBUEPWKI97JWSJEXEBB72,A2RHN22KBCDQJZ,Submitted,Sun Apr 18 22:06:59 PDT 2021,Sun Apr 18 22:08:05 PDT 2021,Wed Apr 21 22:08:05 PDT 2021,,,,66,0% (0/0),0% (0/0),0% (0/0),I am worried about being able to pay for rent and having enough money to buy food.,I am worried about not finding a job or internship for next summer.,"please calm down, i will help you, we will buy","don't be in a hurry, all in your time, i will help you",,
3DWNFENNE3V1R1EJE1HR2KMZWE7J4W,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:32 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:32 PDT 2021,,,3VZLGYJEYLAKB25R60RKC935QABZXQ,A29MM3QH9J9AI5,Submitted,Sun Apr 18 22:00:52 PDT 2021,Sun Apr 18 22:09:04 PDT 2021,Wed Apr 21 22:09:04 PDT 2021,,,,492,0% (0/0),0% (0/0),0% (0/0),I am worried about being able to pay for rent and having enough money to buy food.,I am worried about not finding a job or internship for next summer.,"Don't worry a lot. You can comfortably pay your rent if you reduce your everyday unnecessary expenditures. Also, buy food as per requirement. Try to buy raw food material and cook it at home instead of buying from restaurants.","Finding a job or internship is very complex thing. It depends upon many external factors and mainly on the economic condition of the country. So, don't worry about the job, the important thing is to learn the skills required for getting a job. Just keep applying to the companies and take an effort on improving your skills. Definitely, you will get a nice job.",,
3DWNFENNE3V1R1EJE1HR2KMZWE7J4W,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:32 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:32 PDT 2021,,,3ZAZR5XV01IW84UWF4VXYWIVPSPCZ3,A29GLTXKFWGH1Z,Submitted,Sun Apr 18 22:42:14 PDT 2021,Sun Apr 18 22:48:56 PDT 2021,Wed Apr 21 22:48:56 PDT 2021,,,,402,0% (0/0),0% (0/0),0% (0/0),I am worried about being able to pay for rent and having enough money to buy food.,I am worried about not finding a job or internship for next summer.,"Finding a good job and earning a lot of money.Move your life smoothly.","To work hard  ,improve your ability. Next you have to find a good job.Don't worry about job.",,
3JHB4BPSFK9JAUO8QMXRGT91W1DQ9Q,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,32M8BPYGATMNUQLRHM3UOS0KR7EGIJ,A2RHN22KBCDQJZ,Submitted,Sun Apr 18 22:09:39 PDT 2021,Sun Apr 18 22:09:49 PDT 2021,Wed Apr 21 22:09:49 PDT 2021,,,,10,0% (0/0),0% (0/0),0% (0/0),I am concerned about COVID-19 uncertainty and my health.,I am stressed about my childcare responsibilities.,n/a,n/a,,
3JHB4BPSFK9JAUO8QMXRGT91W1DQ9Q,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3NKQQ8O39Y5PRX609DR01ALY8AQDUJ,A3BV0IXS9AR8TV,Submitted,Mon Apr 19 01:09:25 PDT 2021,Mon Apr 19 01:13:09 PDT 2021,Thu Apr 22 01:13:09 PDT 2021,,,,224,0% (0/0),0% (0/0),0% (0/0),I am concerned about COVID-19 uncertainty and my health.,I am stressed about my childcare responsibilities.,"It's okay to feel this way, especially in this period. Try to take all the precautions in keeping you out of danger, wear masks, keep your distance from other people and go out only when necessary. Also if your mental health is also going down, please contact your doctor and take a psychologist appointment.",It's okay to be concern about these responsibilities. Did you try to talk about this with your partner or your family? If that didn't work try to hire someone to help you home or ask your friends to help you to manage all this work.,,
3JHB4BPSFK9JAUO8QMXRGT91W1DQ9Q,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3QIYRE09Y3HI4C6FWJVJMDSVBHTN1A,A1B8P9WRBEPD86,Submitted,Mon Apr 19 00:56:17 PDT 2021,Mon Apr 19 01:03:55 PDT 2021,Thu Apr 22 01:03:55 PDT 2021,,,,458,0% (0/0),0% (0/0),0% (0/0),I am concerned about COVID-19 uncertainty and my health.,I am stressed about my childcare responsibilities.,"you are not alone, in this pandemic scenario we are all a little paranoid about the virus. make sure you are taking all the necessary precautions, avoid exposing yourself to the maximum and get the vaccine as soon as possible! keep an eye out for any symptoms that may indicate the disease. take time to get off topic if possible, try new hobbies and studies can help with anxiety and worry. taking all care your health is going well! don't worry so much, we will get out of it soon.","it's not easy to take care of children all the time! take time for a break. a hot drink can help to calm down with the children. remember that most of the time children are entertained with the simple things, an outdoor activity can be good for the whole family and improve a connection between you. I know you're doing your best! it is not wrong to ask for help. take time for yourself whenever necessary. take care of yourself",,
3JHB4BPSFK9JAUO8QMXRGT91W1DQ9Q,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3XM0HYN6NKZHRYC4OM3QXMGK05UPEN,AWJ3MAVSHICCR,Submitted,Sun Apr 18 22:30:55 PDT 2021,Sun Apr 18 22:43:29 PDT 2021,Wed Apr 21 22:43:29 PDT 2021,,,,754,0% (0/0),0% (0/0),0% (0/0),I am concerned about COVID-19 uncertainty and my health.,I am stressed about my childcare responsibilities.,"So, I decided to plan not to go out. If situation comes wear i should wear mask. And want to eat healthy foods.",Yes child care is very important  you should taking extra care of your child. That was your responsibilities.,,
3JHB4BPSFK9JAUO8QMXRGT91W1DQ9Q,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3ZWFC4W1UU7U9PSFWPRLKZ1ZDOXFRN,AY6AVORZT6ILW,Submitted,Sun Apr 18 22:03:52 PDT 2021,Sun Apr 18 22:10:49 PDT 2021,Wed Apr 21 22:10:49 PDT 2021,,,,417,0% (0/0),0% (0/0),0% (0/0),I am concerned about COVID-19 uncertainty and my health.,I am stressed about my childcare responsibilities.,"The lungs are the organs most affected by COVID-19 because the virus accesses host cells via the enzyme angiotensin-converting enzyme 2 (ACE2), which is most abundant in type II alveolar cells of the lungs.",Even very young children have worries and feel stress to some degree. ... ways to help manage your child's time and responsibilities to lessen the anxiety.,,
3VGET1QSZ0ZKG8W1NYYDUM0HPC67WZ,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,33SA9F9TRXU7B79508HLPGOGT2YEW8,AZJYLX4T2W3NL,Submitted,Sun Apr 18 23:06:43 PDT 2021,Sun Apr 18 23:23:33 PDT 2021,Wed Apr 21 23:23:33 PDT 2021,,,,1010,0% (0/0),0% (0/0),0% (0/0),My friends and family think that the COVID-19 vaccine will be detrimental to my health so I am not sure whether or not I should take the vaccine.,I am concerned about exams and schoolwork. I am not doing well in school and I am worried about my grades.,"Vaccines are safe, and you should get vaccinated it will protect you against COVID-19","If you find yourself preparing for schoolwork and exam by hoping for the best and imagining the worst, you're not alone so it's natural to worry about whether you'll do OK.",,
3VGET1QSZ0ZKG8W1NYYDUM0HPC67WZ,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3IAEQB9FMEK2J1V54D61JY6VTQWDWD,A2RHN22KBCDQJZ,Submitted,Sun Apr 18 22:11:09 PDT 2021,Sun Apr 18 22:11:44 PDT 2021,Wed Apr 21 22:11:44 PDT 2021,,,,35,0% (0/0),0% (0/0),0% (0/0),My friends and family think that the COVID-19 vaccine will be detrimental to my health so I am not sure whether or not I should take the vaccine.,I am concerned about exams and schoolwork. I am not doing well in school and I am worried about my grades.,"of course not, the vaccine is good, it is essential to take the vaccine","you just have to try harder, study harder",,
3VGET1QSZ0ZKG8W1NYYDUM0HPC67WZ,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3QILPRALQ5V0FCQ0V44Y1NF3PNW8NC,AQSPGALQ4TOEC,Submitted,Sun Apr 18 22:52:21 PDT 2021,Sun Apr 18 23:01:50 PDT 2021,Wed Apr 21 23:01:50 PDT 2021,,,,569,0% (0/0),0% (0/0),0% (0/0),My friends and family think that the COVID-19 vaccine will be detrimental to my health so I am not sure whether or not I should take the vaccine.,I am concerned about exams and schoolwork. I am not doing well in school and I am worried about my grades.,COVID-19 Vaccine is detrimental or not is a big doubt. So first fall we have to check online about the pros and cons of the vaccine. And also we have to speak to doctors about it. We can also speak to the person who have already taken the vaccine to know their experience after taking the vaccine. We should also know that the vaccine have been tested many times by many countries so not to worry about it.,Concentrate when the lessons are explained. Ask the doubts immediately and clarified it. Try to divide your time for each and every subjects. Read the lesson thoroughly one's or twice. And after reading the Question & Answers write it down with out seeing.This will remind in your mind for a longer time. Try to understand the sentences than only you can remember it.,,
3VGET1QSZ0ZKG8W1NYYDUM0HPC67WZ,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3WJ1OXY92AGTVTWBM0ZTFHV3QG0A8X,A3FHW88B3A9O0W,Submitted,Mon Apr 19 00:46:34 PDT 2021,Mon Apr 19 01:12:03 PDT 2021,Thu Apr 22 01:12:03 PDT 2021,,,,1529,0% (0/0),0% (0/0),0% (0/0),My friends and family think that the COVID-19 vaccine will be detrimental to my health so I am not sure whether or not I should take the vaccine.,I am concerned about exams and schoolwork. I am not doing well in school and I am worried about my grades.,"Do not think bad, please obey the order of Health and nothing will happen to your health. Health will examine if you have any complication  in giving vaccination that matching with your health. Only thing is to inform health if you have any problem in you health.","Do not afraid those things, you give attention to the studies and you will win and recieve the grades.  You need to work hard then only you will be rewarded. Unless you pay attention to the study you never win.  So you concentrate in the schoolwork and appear for the examination with full concious.",,
3VGET1QSZ0ZKG8W1NYYDUM0HPC67WZ,38DURKLYVFZWPU5MIZTRISY185SJW0,Provide advice about university student stressors,"Given two descriptions of common problems faced by university students, provide advice and encouragement.","advice, encouragement, survey",$0.06 ,Sun Apr 18 21:52:33 PDT 2021,5,BatchId:4412767;OriginalHitTemplateId:928390912;,3600,259200,Sun Apr 25 21:52:33 PDT 2021,,,3WLEIWSYHOHXJ120CP0KMC54HBUH28,AE1A69PS9RKC4,Submitted,Sun Apr 18 22:14:53 PDT 2021,Sun Apr 18 22:18:34 PDT 2021,Wed Apr 21 22:18:34 PDT 2021,,,,221,0% (0/0),0% (0/0),0% (0/0),My friends and family think that the COVID-19 vaccine will be detrimental to my health so I am not sure whether or not I should take the vaccine.,I am concerned about exams and schoolwork. I am not doing well in school and I am worried about my grades.,"“He'd say that I'm always the first to volunteer and lead the way when it's time to act.” “She would definitely tell you that when times are tough for everyone, not just one of us, I'm always there to see things through.” “That I'm organized, considerate, and dependable.”","I believe my family and friends would describe me as adaptable, a leader, and good at problem-solving. Typically in my personal life, I am the leader of the group. I have been known to plan most group events that we do, and I am always the one to check-in on my friends.",,
