HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Stressor1,Input.Response1,Input.Stressor2,Input.Response2,Input.Stressor3,Input.Response3,Answer.rating_1,Answer.rating_2,Answer.rating_3,Approve,Reject
3ZLW647WALVG39X7726GTY8CGNY32L,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,34PGFRQONOBFMNVXE9SCMW18Z9LWJ1,A2JI1AH1YMSBC4,Approved,Sun May 02 15:48:06 PDT 2021,Sun May 02 15:49:59 PDT 2021,Wed May 05 15:49:59 PDT 2021,Sun May 02 18:47:37 PDT 2021,,,113,100% (19/19),100% (19/19),100% (19/19),I am being stressed by my roommates being loud and not paying attention to roommate agreement.,I am so sorry you feel that way. Try talking to them and consult counseling or legal services at the university. You can try talking to the office where your lease is about seeing if they can help. You got this!,I am concerned about my mental health. I am having trouble finding time for self care.,You should take a few minutes out of every day to focus on you. Put a reminder on your phone to just get away from all the distractions. Maybe do a face mask or a bath bomb and soak.,I am worried about being able to pay for rent and having enough money to buy food.,I understand how this is a difficult situation for you and for most people. I can advice you to stop worrying about this and instead focus on the way to start looking for money to cater for your rent and food. There are many jobs out there you can apply and you start making money.,10,8,6,,
3ZLW647WALVG39X7726GTY8CGNY32L,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,3V5Q80FXIXRIPTV1X4BIII4UZ5632G,A16U186WXJXIWR,Approved,Sun May 02 15:59:00 PDT 2021,Sun May 02 16:01:34 PDT 2021,Wed May 05 16:01:34 PDT 2021,Sun May 02 18:47:37 PDT 2021,,,154,100% (4/4),100% (4/4),100% (4/4),I am being stressed by my roommates being loud and not paying attention to roommate agreement.,I am so sorry you feel that way. Try talking to them and consult counseling or legal services at the university. You can try talking to the office where your lease is about seeing if they can help. You got this!,I am concerned about my mental health. I am having trouble finding time for self care.,You should take a few minutes out of every day to focus on you. Put a reminder on your phone to just get away from all the distractions. Maybe do a face mask or a bath bomb and soak.,I am worried about being able to pay for rent and having enough money to buy food.,I understand how this is a difficult situation for you and for most people. I can advice you to stop worrying about this and instead focus on the way to start looking for money to cater for your rent and food. There are many jobs out there you can apply and you start making money.,8,6,7,,
3ZLW647WALVG39X7726GTY8CGNY32L,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,3XXU1SWE8MVBD4R8RWMEM2PL8HDA0Y,ARG392N6HWZCJ,Approved,Sun May 02 15:48:44 PDT 2021,Sun May 02 15:49:13 PDT 2021,Wed May 05 15:49:13 PDT 2021,Sun May 02 18:47:37 PDT 2021,,,29,100% (1/1),100% (1/1),100% (1/1),I am being stressed by my roommates being loud and not paying attention to roommate agreement.,I am so sorry you feel that way. Try talking to them and consult counseling or legal services at the university. You can try talking to the office where your lease is about seeing if they can help. You got this!,I am concerned about my mental health. I am having trouble finding time for self care.,You should take a few minutes out of every day to focus on you. Put a reminder on your phone to just get away from all the distractions. Maybe do a face mask or a bath bomb and soak.,I am worried about being able to pay for rent and having enough money to buy food.,I understand how this is a difficult situation for you and for most people. I can advice you to stop worrying about this and instead focus on the way to start looking for money to cater for your rent and food. There are many jobs out there you can apply and you start making money.,6,8,5,,
3ZLW647WALVG39X7726GTY8CGNY32L,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,3YZ8UPK3VTMFM50M9HWPH43GO91UCM,AWJ3MAVSHICCR,Approved,Sun May 02 15:48:55 PDT 2021,Sun May 02 15:49:07 PDT 2021,Wed May 05 15:49:07 PDT 2021,Sun May 02 18:47:38 PDT 2021,,,12,100% (6/6),100% (6/6),100% (5/5),I am being stressed by my roommates being loud and not paying attention to roommate agreement.,I am so sorry you feel that way. Try talking to them and consult counseling or legal services at the university. You can try talking to the office where your lease is about seeing if they can help. You got this!,I am concerned about my mental health. I am having trouble finding time for self care.,You should take a few minutes out of every day to focus on you. Put a reminder on your phone to just get away from all the distractions. Maybe do a face mask or a bath bomb and soak.,I am worried about being able to pay for rent and having enough money to buy food.,I understand how this is a difficult situation for you and for most people. I can advice you to stop worrying about this and instead focus on the way to start looking for money to cater for your rent and food. There are many jobs out there you can apply and you start making money.,9,6,8,,
3ZLW647WALVG39X7726GTY8CGNY32L,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,3ZQIG0FLQEGODIVRVY6VPKC2UWSWVM,A3NFGEUZAH9V5G,Approved,Sun May 02 15:48:54 PDT 2021,Sun May 02 15:49:03 PDT 2021,Wed May 05 15:49:03 PDT 2021,Sun May 02 18:47:38 PDT 2021,,,9,100% (12/12),100% (12/12),100% (12/12),I am being stressed by my roommates being loud and not paying attention to roommate agreement.,I am so sorry you feel that way. Try talking to them and consult counseling or legal services at the university. You can try talking to the office where your lease is about seeing if they can help. You got this!,I am concerned about my mental health. I am having trouble finding time for self care.,You should take a few minutes out of every day to focus on you. Put a reminder on your phone to just get away from all the distractions. Maybe do a face mask or a bath bomb and soak.,I am worried about being able to pay for rent and having enough money to buy food.,I understand how this is a difficult situation for you and for most people. I can advice you to stop worrying about this and instead focus on the way to start looking for money to cater for your rent and food. There are many jobs out there you can apply and you start making money.,6,5,7,,
3JAOYN9IHL25ORTQB2KLC8D4M1Y33W,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,32EYX73OY09JS7P5REMK6Z22OA4URS,A2519LCLPN7Y6I,Approved,Sun May 02 15:49:41 PDT 2021,Sun May 02 15:52:25 PDT 2021,Wed May 05 15:52:25 PDT 2021,Sun May 02 18:47:38 PDT 2021,,,164,100% (19/19),100% (19/19),100% (19/19),I am being stressed by my roommates being loud and not paying attention to roommate agreement.,I can relate to the way you are feeling but you need to draw your roommates's attention to the fact he or she is being loud and it does not comply to the agreement you had . Do not be overwhelmed with the situation just have the conversation and make sure you reach an understanding.,I am concerned about my mental health. I am having trouble finding time for self care.,"having time for yourself is a human need. try not to charge yourself so much in other aspects and take a few minutes out of the day to be silent with yourself and understand your feelings and concerns, it will even help in the day to day tasks, talk to friends, family and take time to have fun and remember to ask for help whenever necessary. it is not a shame not to be able to do everything and you are not alone",I am worried about being able to pay for rent and having enough money to buy food.,Do not be worried. Make your expenditure plan simple according to your imcome. You live with the budget so you may able to pay rent as well as you can attain necessary food for living nicely.,9,10,8,,
3JAOYN9IHL25ORTQB2KLC8D4M1Y33W,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,32KTQ2V7RDFUBZOAOVVCO4LE531M9D,A1C7YB2GB9T6US,Approved,Sun May 02 16:49:19 PDT 2021,Sun May 02 16:52:59 PDT 2021,Wed May 05 16:52:59 PDT 2021,Sun May 02 18:47:38 PDT 2021,,,220,100% (6/6),100% (6/6),100% (6/6),I am being stressed by my roommates being loud and not paying attention to roommate agreement.,I can relate to the way you are feeling but you need to draw your roommates's attention to the fact he or she is being loud and it does not comply to the agreement you had . Do not be overwhelmed with the situation just have the conversation and make sure you reach an understanding.,I am concerned about my mental health. I am having trouble finding time for self care.,"having time for yourself is a human need. try not to charge yourself so much in other aspects and take a few minutes out of the day to be silent with yourself and understand your feelings and concerns, it will even help in the day to day tasks, talk to friends, family and take time to have fun and remember to ask for help whenever necessary. it is not a shame not to be able to do everything and you are not alone",I am worried about being able to pay for rent and having enough money to buy food.,Do not be worried. Make your expenditure plan simple according to your imcome. You live with the budget so you may able to pay rent as well as you can attain necessary food for living nicely.,8,6,7,,
3JAOYN9IHL25ORTQB2KLC8D4M1Y33W,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,39LNWE0K4UW6Z8MM1RSBS71B1ELUIO,A3NFGEUZAH9V5G,Approved,Sun May 02 15:49:21 PDT 2021,Sun May 02 15:49:29 PDT 2021,Wed May 05 15:49:29 PDT 2021,Sun May 02 18:47:38 PDT 2021,,,8,100% (12/12),100% (12/12),100% (12/12),I am being stressed by my roommates being loud and not paying attention to roommate agreement.,I can relate to the way you are feeling but you need to draw your roommates's attention to the fact he or she is being loud and it does not comply to the agreement you had . Do not be overwhelmed with the situation just have the conversation and make sure you reach an understanding.,I am concerned about my mental health. I am having trouble finding time for self care.,"having time for yourself is a human need. try not to charge yourself so much in other aspects and take a few minutes out of the day to be silent with yourself and understand your feelings and concerns, it will even help in the day to day tasks, talk to friends, family and take time to have fun and remember to ask for help whenever necessary. it is not a shame not to be able to do everything and you are not alone",I am worried about being able to pay for rent and having enough money to buy food.,Do not be worried. Make your expenditure plan simple according to your imcome. You live with the budget so you may able to pay rent as well as you can attain necessary food for living nicely.,6,3,6,,
3JAOYN9IHL25ORTQB2KLC8D4M1Y33W,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,3OWEPKL089CWFYLHLZCSNNJ8F2I7NF,A2JI1AH1YMSBC4,Approved,Sun May 02 15:48:19 PDT 2021,Sun May 02 15:56:29 PDT 2021,Wed May 05 15:56:29 PDT 2021,Sun May 02 18:47:38 PDT 2021,,,490,100% (19/19),100% (19/19),100% (19/19),I am being stressed by my roommates being loud and not paying attention to roommate agreement.,I can relate to the way you are feeling but you need to draw your roommates's attention to the fact he or she is being loud and it does not comply to the agreement you had . Do not be overwhelmed with the situation just have the conversation and make sure you reach an understanding.,I am concerned about my mental health. I am having trouble finding time for self care.,"having time for yourself is a human need. try not to charge yourself so much in other aspects and take a few minutes out of the day to be silent with yourself and understand your feelings and concerns, it will even help in the day to day tasks, talk to friends, family and take time to have fun and remember to ask for help whenever necessary. it is not a shame not to be able to do everything and you are not alone",I am worried about being able to pay for rent and having enough money to buy food.,Do not be worried. Make your expenditure plan simple according to your imcome. You live with the budget so you may able to pay rent as well as you can attain necessary food for living nicely.,9,10,6,,
3JAOYN9IHL25ORTQB2KLC8D4M1Y33W,3O8UG586S9MVAG9TMHWVY617S7H494,Rate the following responses,"Given a problem and a response, rate how appropriate and useful the response is.","rate, wellness",$0.03 ,Sun May 02 15:47:13 PDT 2021,6,BatchId:4428299;OriginalHitTemplateId:928390828;,3600,259200,Sun May 09 15:47:13 PDT 2021,,,3R6BYFZZP7CE6LER5OXD9HNNF4BXFT,A2QOQF90L2WREO,Approved,Sun May 02 15:58:40 PDT 2021,Sun May 02 16:11:41 PDT 2021,Wed May 05 16:11:41 PDT 2021,Sun May 02 18:47:38 PDT 2021,,,781,100% (10/10),100% (10/10),100% (10/10),I am being stressed by my roommates being loud and not paying attention to roommate agreement.,I can relate to the way you are feeling but you need to draw your roommates's attention to the fact he or she is being loud and it does not comply to the agreement you had . Do not be overwhelmed with the situation just have the conversation and make sure you reach an understanding.,I am concerned about my mental health. I am having trouble finding time for self care.,"having time for yourself is a human need. try not to charge yourself so much in other aspects and take a few minutes out of the day to be silent with yourself and understand your feelings and concerns, it will even help in the day to day tasks, talk to friends, family and take time to have fun and remember to ask for help whenever necessary. it is not a shame not to be able to do everything and you are not alone",I am worried about being able to pay for rent and having enough money to buy food.,Do not be worried. Make your expenditure plan simple according to your imcome. You live with the budget so you may able to pay rent as well as you can attain necessary food for living nicely.,7,8,8,,
